Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,657124,-,-,-,29.41,-98.5,-6,201,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.0
Year,Month,Day,Hour,Minute,GHI,DHI,DNI
2018,4,4,23,30,0,0,0
2018,4,5,0,30,0,0,0
2018,4,5,1,30,0,0,0
2018,4,5,2,30,0,0,0
2018,4,5,3,30,0,0,0
2018,4,5,4,30,0,0,0
2018,4,5,5,30,0,0,0
2018,4,5,6,30,19,16,82
2018,4,5,7,30,114,62,206
2018,4,5,8,30,317,130,403
2018,4,5,9,30,239,227,19
2018,4,5,10,30,642,314,415
2018,4,5,11,30,605,390,244
2018,4,5,12,30,347,317,33
2018,4,5,13,30,330,294,40
2018,4,5,14,30,378,315,77
2018,4,5,15,30,561,216,505
2018,4,5,16,30,426,138,566
2018,4,5,17,30,230,93,453
2018,4,5,18,30,46,34,142
2018,4,5,19,30,0,0,0
2018,4,5,20,30,0,0,0
2018,4,5,21,30,0,0,0
2018,4,5,22,30,0,0,0
2018,4,5,23,30,0,0,0
2018,4,6,0,30,0,0,0
2018,4,6,1,30,0,0,0
2018,4,6,2,30,0,0,0
2018,4,6,3,30,0,0,0
2018,4,6,4,30,0,0,0
2018,4,6,5,30,0,0,0
2018,4,6,6,30,8,8,4
2018,4,6,7,30,60,60,0
2018,4,6,8,30,164,151,27
2018,4,6,9,30,299,269,46
2018,4,6,10,30,359,329,38
2018,4,6,11,30,364,340,27
2018,4,6,12,30,671,416,277
2018,4,6,13,30,684,440,272
2018,4,6,14,30,567,401,203
2018,4,6,15,30,549,262,419
2018,4,6,16,30,326,184,279
2018,4,6,17,30,100,97,9
2018,4,6,18,30,24,24,0
2018,4,6,19,30,0,0,0
2018,4,6,20,30,0,0,0
2018,4,6,21,30,0,0,0
2018,4,6,22,30,0,0,0
2018,4,6,23,30,0,0,0
2018,4,7,0,30,0,0,0
2018,4,7,1,30,0,0,0
2018,4,7,2,30,0,0,0
2018,4,7,3,30,0,0,0
2018,4,7,4,30,0,0,0
2018,4,7,5,30,0,0,0
2018,4,7,6,30,5,5,5
2018,4,7,7,30,19,19,0
2018,4,7,8,30,51,51,0
2018,4,7,9,30,132,131,1
2018,4,7,10,30,301,285,20
2018,4,7,11,30,338,319,21
2018,4,7,12,30,292,278,15
2018,4,7,13,30,494,415,88
2018,4,7,14,30,565,398,204
2018,4,7,15,30,607,219,565
2018,4,7,16,30,423,160,514
2018,4,7,17,30,155,111,143
2018,4,7,18,30,22,21,14
2018,4,7,19,30,0,0,0
2018,4,7,20,30,0,0,0
2018,4,7,21,30,0,0,0
2018,4,7,22,30,0,0,0
2018,4,7,23,30,0,0,0
2018,4,8,0,30,0,0,0
2018,4,8,1,30,0,0,0
2018,4,8,2,30,0,0,0
2018,4,8,3,30,0,0,0
2018,4,8,4,30,0,0,0
2018,4,8,5,30,0,0,0
2018,4,8,6,30,24,19,107
2018,4,8,7,30,120,63,216
2018,4,8,8,30,234,193,87
2018,4,8,9,30,481,275,313
2018,4,8,10,30,830,117,891
2018,4,8,11,30,942,121,921
2018,4,8,12,30,986,121,933
2018,4,8,13,30,957,116,931
2018,4,8,14,30,859,111,910
2018,4,8,15,30,698,101,865
2018,4,8,16,30,493,90,783
2018,4,8,17,30,264,71,626
2018,4,8,18,30,55,32,257
2018,4,8,19,30,0,0,0
2018,4,8,20,30,0,0,0
2018,4,8,21,30,0,0,0
2018,4,8,22,30,0,0,0
2018,4,8,23,30,0,0,0
2018,4,9,0,30,0,0,0
2018,4,9,1,30,0,0,0
2018,4,9,2,30,0,0,0
2018,4,9,3,30,0,0,0
2018,4,9,4,30,0,0,0
2018,4,9,5,30,0,0,0
2018,4,9,6,30,24,21,63
2018,4,9,7,30,58,31,99
2018,4,9,8,30,63,63,0
2018,4,9,9,30,149,147,3
2018,4,9,10,30,173,168,6
2018,4,9,11,30,332,314,20
2018,4,9,12,30,345,324,23
2018,4,9,13,30,304,285,21
2018,4,9,14,30,285,272,16
2018,4,9,15,30,245,230,21
2018,4,9,16,30,172,151,41
2018,4,9,17,30,86,75,37
2018,4,9,18,30,22,22,0
2018,4,9,19,30,0,0,0
2018,4,9,20,30,0,0,0
2018,4,9,21,30,0,0,0
2018,4,9,22,30,0,0,0
2018,4,9,23,30,0,0,0
2018,4,10,0,30,0,0,0
2018,4,10,1,30,0,0,0
2018,4,10,2,30,0,0,0
2018,4,10,3,30,0,0,0
2018,4,10,4,30,0,0,0
2018,4,10,5,30,0,0,0
2018,4,10,6,30,21,18,54
2018,4,10,7,30,150,100,182
2018,4,10,8,30,428,123,630
2018,4,10,9,30,571,218,530
2018,4,10,10,30,848,122,901
2018,4,10,11,30,969,117,950
2018,4,10,12,30,1011,122,954
2018,4,10,13,30,979,120,947
2018,4,10,14,30,878,115,924
2018,4,10,15,30,718,106,882
2018,4,10,16,30,508,92,802
2018,4,10,17,30,274,72,646
2018,4,10,18,30,59,33,280
2018,4,10,19,30,0,0,0
2018,4,10,20,30,0,0,0
2018,4,10,21,30,0,0,0
2018,4,10,22,30,0,0,0
2018,4,10,23,30,0,0,0
2018,4,11,0,30,0,0,0
2018,4,11,1,30,0,0,0
2018,4,11,2,30,0,0,0
2018,4,11,3,30,0,0,0
2018,4,11,4,30,0,0,0
2018,4,11,5,30,0,0,0
2018,4,11,6,30,33,24,161
2018,4,11,7,30,231,70,579
2018,4,11,8,30,463,94,758
2018,4,11,9,30,675,108,848
2018,4,11,10,30,844,117,899
2018,4,11,11,30,956,118,931
2018,4,11,12,30,1000,116,946
2018,4,11,13,30,971,114,942
2018,4,11,14,30,872,109,922
2018,4,11,15,30,713,99,883
2018,4,11,16,30,507,85,811
2018,4,11,17,30,276,67,664
2018,4,11,18,30,62,33,307
2018,4,11,19,30,0,0,0
2018,4,11,20,30,0,0,0
2018,4,11,21,30,0,0,0
2018,4,11,22,30,0,0,0
2018,4,11,23,30,0,0,0
2018,4,12,0,30,0,0,0
2018,4,12,1,30,0,0,0
2018,4,12,2,30,0,0,0
2018,4,12,3,30,0,0,0
2018,4,12,4,30,0,0,0
2018,4,12,5,30,0,0,0
2018,4,12,6,30,33,26,113
2018,4,12,7,30,89,54,126
2018,4,12,8,30,129,129,0
2018,4,12,9,30,221,214,11
2018,4,12,10,30,486,347,171
2018,4,12,11,30,936,128,895
2018,4,12,12,30,976,132,901
2018,4,12,13,30,944,127,896
2018,4,12,14,30,846,122,872
2018,4,12,15,30,687,115,821
2018,4,12,16,30,485,100,737
2018,4,12,17,30,261,77,580
2018,4,12,18,30,5,5,0
2018,4,12,19,30,0,0,0
2018,4,12,20,30,0,0,0
2018,4,12,21,30,0,0,0
2018,4,12,22,30,0,0,0
2018,4,12,23,30,0,0,0
2018,4,13,0,30,0,0,0
2018,4,13,1,30,0,0,0
2018,4,13,2,30,0,0,0
2018,4,13,3,30,0,0,0
2018,4,13,4,30,0,0,0
2018,4,13,5,30,0,0,0
2018,4,13,6,30,7,7,0
2018,4,13,7,30,20,20,0
2018,4,13,8,30,200,175,51
2018,4,13,9,30,145,140,7
2018,4,13,10,30,112,111,1
2018,4,13,11,30,328,303,28
2018,4,13,12,30,934,186,797
2018,4,13,13,30,910,178,801
2018,4,13,14,30,845,128,862
2018,4,13,15,30,694,112,833
2018,4,13,16,30,492,98,752
2018,4,13,17,30,265,77,591
2018,4,13,18,30,58,37,215
2018,4,13,19,30,0,0,0
2018,4,13,20,30,0,0,0
2018,4,13,21,30,0,0,0
2018,4,13,22,30,0,0,0
2018,4,13,23,30,0,0,0
2018,4,14,0,30,0,0,0
2018,4,14,1,30,0,0,0
2018,4,14,2,30,0,0,0
2018,4,14,3,30,0,0,0
2018,4,14,4,30,0,0,0
2018,4,14,5,30,0,0,0
2018,4,14,6,30,22,22,7
2018,4,14,7,30,240,82,546
2018,4,14,8,30,485,102,769
2018,4,14,9,30,703,115,868
2018,4,14,10,30,736,279,559
2018,4,14,11,30,909,231,747
2018,4,14,12,30,834,393,469
2018,4,14,13,30,1006,116,972
2018,4,14,14,30,906,107,959
2018,4,14,15,30,738,100,911
2018,4,14,16,30,527,88,835
2018,4,14,17,30,289,70,684
2018,4,14,18,30,68,36,319
2018,4,14,19,30,0,0,0
2018,4,14,20,30,0,0,0
2018,4,14,21,30,0,0,0
2018,4,14,22,30,0,0,0
2018,4,14,23,30,0,0,0
2018,4,15,0,30,0,0,0
2018,4,15,1,30,0,0,0
2018,4,15,2,30,0,0,0
2018,4,15,3,30,0,0,0
2018,4,15,4,30,0,0,0
2018,4,15,5,30,0,0,0
2018,4,15,6,30,49,29,281
2018,4,15,7,30,264,61,693
2018,4,15,8,30,505,78,853
2018,4,15,9,30,722,88,931
2018,4,15,10,30,894,97,972
2018,4,15,11,30,1003,106,986
2018,4,15,12,30,1041,116,981
2018,4,15,13,30,1005,120,965
2018,4,15,14,30,901,116,940
2018,4,15,15,30,739,104,904
2018,4,15,16,30,529,92,830
2018,4,15,17,30,291,71,682
2018,4,15,18,30,70,37,321
2018,4,15,19,30,0,0,0
2018,4,15,20,30,0,0,0
2018,4,15,21,30,0,0,0
2018,4,15,22,30,0,0,0
2018,4,15,23,30,0,0,0
2018,4,16,0,30,0,0,0
2018,4,16,1,30,0,0,0
2018,4,16,2,30,0,0,0
2018,4,16,3,30,0,0,0
2018,4,16,4,30,0,0,0
2018,4,16,5,30,0,0,0
2018,4,16,6,30,50,30,261
2018,4,16,7,30,260,65,658
2018,4,16,8,30,498,82,825
2018,4,16,9,30,713,92,908
2018,4,16,10,30,882,99,952
2018,4,16,11,30,993,101,978
2018,4,16,12,30,1036,101,990
2018,4,16,13,30,1005,101,983
2018,4,16,14,30,899,102,952
2018,4,16,15,30,733,100,899
2018,4,16,16,30,522,89,818
2018,4,16,17,30,287,71,666
2018,4,16,18,30,68,37,300
2018,4,16,19,30,0,0,0
2018,4,16,20,30,0,0,0
2018,4,16,21,30,0,0,0
2018,4,16,22,30,0,0,0
2018,4,16,23,30,0,0,0
2018,4,17,0,30,0,0,0
2018,4,17,1,30,0,0,0
2018,4,17,2,30,0,0,0
2018,4,17,3,30,0,0,0
2018,4,17,4,30,0,0,0
2018,4,17,5,30,0,0,0
2018,4,17,6,30,48,32,196
2018,4,17,7,30,253,78,582
2018,4,17,8,30,486,103,755
2018,4,17,9,30,695,115,844
2018,4,17,10,30,863,123,896
2018,4,17,11,30,969,130,918
2018,4,17,12,30,1008,134,923
2018,4,17,13,30,973,134,911
2018,4,17,14,30,871,128,886
2018,4,17,15,30,712,116,844
2018,4,17,16,30,505,104,755
2018,4,17,17,30,276,82,594
2018,4,17,18,30,65,40,238
2018,4,17,19,30,0,0,0
2018,4,17,20,30,0,0,0
2018,4,17,21,30,0,0,0
2018,4,17,22,30,0,0,0
2018,4,17,23,30,0,0,0
2018,4,18,0,30,0,0,0
2018,4,18,1,30,0,0,0
2018,4,18,2,30,0,0,0
2018,4,18,3,30,0,0,0
2018,4,18,4,30,0,0,0
2018,4,18,5,30,0,0,0
2018,4,18,6,30,43,34,103
2018,4,18,7,30,66,58,26
2018,4,18,8,30,99,99,0
2018,4,18,9,30,149,148,2
2018,4,18,10,30,334,306,34
2018,4,18,11,30,696,296,436
2018,4,18,12,30,323,305,19
2018,4,18,13,30,259,247,13
2018,4,18,14,30,558,316,288
2018,4,18,15,30,682,153,748
2018,4,18,16,30,488,123,686
2018,4,18,17,30,268,90,543
2018,4,18,18,30,51,34,153
2018,4,18,19,30,0,0,0
2018,4,18,20,30,0,0,0
2018,4,18,21,30,0,0,0
2018,4,18,22,30,0,0,0
2018,4,18,23,30,0,0,0
2018,4,19,0,30,0,0,0
2018,4,19,1,30,0,0,0
2018,4,19,2,30,0,0,0
2018,4,19,3,30,0,0,0
2018,4,19,4,30,0,0,0
2018,4,19,5,30,0,0,0
2018,4,19,6,30,48,32,180
2018,4,19,7,30,246,89,513
2018,4,19,8,30,471,123,678
2018,4,19,9,30,675,146,764
2018,4,19,10,30,839,160,818
2018,4,19,11,30,949,165,854
2018,4,19,12,30,991,163,871
2018,4,19,13,30,962,158,870
2018,4,19,14,30,853,163,819
2018,4,19,15,30,712,124,830
2018,4,19,16,30,426,176,469
2018,4,19,17,30,194,125,209
2018,4,19,18,30,50,40,94
2018,4,19,19,30,0,0,0
2018,4,19,20,30,0,0,0
2018,4,19,21,30,0,0,0
2018,4,19,22,30,0,0,0
2018,4,19,23,30,0,0,0
2018,4,20,0,30,0,0,0
2018,4,20,1,30,0,0,0
2018,4,20,2,30,0,0,0
2018,4,20,3,30,0,0,0
2018,4,20,4,30,0,0,0
2018,4,20,5,30,0,0,0
2018,4,20,6,30,10,10,0
2018,4,20,7,30,33,33,0
2018,4,20,8,30,114,113,1
2018,4,20,9,30,94,94,0
2018,4,20,10,30,316,290,31
2018,4,20,11,30,121,119,2
2018,4,20,12,30,292,278,15
2018,4,20,13,30,182,176,6
2018,4,20,14,30,244,235,11
2018,4,20,15,30,137,136,2
2018,4,20,16,30,89,87,3
2018,4,20,17,30,64,57,20
2018,4,20,18,30,39,37,20
2018,4,20,19,30,0,0,0
2018,4,20,20,30,0,0,0
2018,4,20,21,30,0,0,0
2018,4,20,22,30,0,0,0
2018,4,20,23,30,0,0,0
2018,4,21,0,30,0,0,0
2018,4,21,1,30,0,0,0
2018,4,21,2,30,0,0,0
2018,4,21,3,30,0,0,0
2018,4,21,4,30,0,0,0
2018,4,21,5,30,0,0,0
2018,4,21,6,30,8,8,0
2018,4,21,7,30,24,24,0
2018,4,21,8,30,55,55,0
2018,4,21,9,30,91,91,0
2018,4,21,10,30,151,149,2
2018,4,21,11,30,384,350,37
2018,4,21,12,30,192,184,8
2018,4,21,13,30,369,345,26
2018,4,21,14,30,388,336,62
2018,4,21,15,30,417,324,131
2018,4,21,16,30,500,102,740
2018,4,21,17,30,277,79,594
2018,4,21,18,30,72,40,280
2018,4,21,19,30,0,0,0
2018,4,21,20,30,0,0,0
2018,4,21,21,30,0,0,0
2018,4,21,22,30,0,0,0
2018,4,21,23,30,0,0,0
2018,4,22,0,30,0,0,0
2018,4,22,1,30,0,0,0
2018,4,22,2,30,0,0,0
2018,4,22,3,30,0,0,0
2018,4,22,4,30,0,0,0
2018,4,22,5,30,0,0,0
2018,4,22,6,30,65,35,308
2018,4,22,7,30,281,70,667
2018,4,22,8,30,514,86,818
2018,4,22,9,30,726,98,897
2018,4,22,10,30,870,133,880
2018,4,22,11,30,994,108,958
2018,4,22,12,30,1028,111,959
2018,4,22,13,30,989,113,942
2018,4,22,14,30,883,113,909
2018,4,22,15,30,720,111,854
2018,4,22,16,30,485,129,661
2018,4,22,17,30,174,99,224
2018,4,22,18,30,38,33,47
2018,4,22,19,30,0,0,0
2018,4,22,20,30,0,0,0
2018,4,22,21,30,0,0,0
2018,4,22,22,30,0,0,0
2018,4,22,23,30,0,0,0
2018,4,23,0,30,0,0,0
2018,4,23,1,30,0,0,0
2018,4,23,2,30,0,0,0
2018,4,23,3,30,0,0,0
2018,4,23,4,30,0,0,0
2018,4,23,5,30,0,0,0
2018,4,23,6,30,29,29,1
2018,4,23,7,30,226,95,408
2018,4,23,8,30,498,97,763
2018,4,23,9,30,706,109,850
2018,4,23,10,30,870,115,899
2018,4,23,11,30,976,115,929
2018,4,23,12,30,1018,113,945
2018,4,23,13,30,987,111,941
2018,4,23,14,30,887,107,920
2018,4,23,15,30,730,99,882
2018,4,23,16,30,525,87,810
2018,4,23,17,30,296,69,674
2018,4,23,18,30,81,38,362
2018,4,23,19,30,0,0,0
2018,4,23,20,30,0,0,0
2018,4,23,21,30,0,0,0
2018,4,23,22,30,0,0,0
2018,4,23,23,30,0,0,0
2018,4,24,0,30,0,0,0
2018,4,24,1,30,0,0,0
2018,4,24,2,30,0,0,0
2018,4,24,3,30,0,0,0
2018,4,24,4,30,0,0,0
2018,4,24,5,30,0,0,0
2018,4,24,6,30,68,37,297
2018,4,24,7,30,278,73,634
2018,4,24,8,30,507,94,782
2018,4,24,9,30,712,108,857
2018,4,24,10,30,844,167,804
2018,4,24,11,30,920,211,764
2018,4,24,12,30,928,273,683
2018,4,24,13,30,844,340,540
2018,4,24,14,30,860,154,831
2018,4,24,15,30,598,268,460
2018,4,24,16,30,441,177,487
2018,4,24,17,30,234,113,356
2018,4,24,18,30,80,40,327
2018,4,24,19,30,0,0,0
2018,4,24,20,30,0,0,0
2018,4,24,21,30,0,0,0
2018,4,24,22,30,0,0,0
2018,4,24,23,30,0,0,0
2018,4,25,0,30,0,0,0
2018,4,25,1,30,0,0,0
2018,4,25,2,30,0,0,0
2018,4,25,3,30,0,0,0
2018,4,25,4,30,0,0,0
2018,4,25,5,30,0,0,0
2018,4,25,6,30,69,38,284
2018,4,25,7,30,170,105,198
2018,4,25,8,30,493,112,718
2018,4,25,9,30,689,137,780
2018,4,25,10,30,840,158,808
2018,4,25,11,30,939,163,834
2018,4,25,12,30,656,462,202
2018,4,25,13,30,103,102,1
2018,4,25,14,30,69,69,0
2018,4,25,15,30,47,47,0
2018,4,25,16,30,28,28,0
2018,4,25,17,30,19,19,0
2018,4,25,18,30,5,5,0
2018,4,25,19,30,0,0,0
2018,4,25,20,30,0,0,0
2018,4,25,21,30,0,0,0
2018,4,25,22,30,0,0,0
2018,4,25,23,30,0,0,0
2018,4,26,0,30,0,0,0
2018,4,26,1,30,0,0,0
2018,4,26,2,30,0,0,0
2018,4,26,3,30,0,0,0
2018,4,26,4,30,0,0,0
2018,4,26,5,30,0,0,0
2018,4,26,6,30,33,30,26
2018,4,26,7,30,144,124,60
2018,4,26,8,30,487,127,675
2018,4,26,9,30,724,116,856
2018,4,26,10,30,891,125,906
2018,4,26,11,30,998,128,934
2018,4,26,12,30,1034,129,940
2018,4,26,13,30,996,129,927
2018,4,26,14,30,890,124,898
2018,4,26,15,30,729,115,854
2018,4,26,16,30,522,104,766
2018,4,26,17,30,294,83,616
2018,4,26,18,30,81,43,304
2018,4,26,19,30,0,0,0
2018,4,26,20,30,0,0,0
2018,4,26,21,30,0,0,0
2018,4,26,22,30,0,0,0
2018,4,26,23,30,0,0,0
2018,4,27,0,30,0,0,0
2018,4,27,1,30,0,0,0
2018,4,27,2,30,0,0,0
2018,4,27,3,30,0,0,0
2018,4,27,4,30,0,0,0
2018,4,27,5,30,0,0,0
2018,4,27,6,30,40,38,20
2018,4,27,7,30,196,127,209
2018,4,27,8,30,402,204,370
2018,4,27,9,30,297,271,36
2018,4,27,10,30,525,415,130
2018,4,27,11,30,589,450,149
2018,4,27,12,30,784,455,341
2018,4,27,13,30,769,427,365
2018,4,27,14,30,661,396,310
2018,4,27,15,30,590,281,428
2018,4,27,16,30,436,190,450
2018,4,27,17,30,221,124,281
2018,4,27,18,30,55,43,93
2018,4,27,19,30,0,0,0
2018,4,27,20,30,0,0,0
2018,4,27,21,30,0,0,0
2018,4,27,22,30,0,0,0
2018,4,27,23,30,0,0,0
2018,4,28,0,30,0,0,0
2018,4,28,1,30,0,0,0
2018,4,28,2,30,0,0,0
2018,4,28,3,30,0,0,0
2018,4,28,4,30,0,0,0
2018,4,28,5,30,0,0,0
2018,4,28,6,30,72,42,255
2018,4,28,7,30,287,80,617
2018,4,28,8,30,453,139,583
2018,4,28,9,30,693,144,768
2018,4,28,10,30,856,158,822
2018,4,28,11,30,893,252,685
2018,4,28,12,30,1016,135,912
2018,4,28,13,30,826,329,530
2018,4,28,14,30,717,313,472
2018,4,28,15,30,689,165,725
2018,4,28,16,30,344,194,273
2018,4,28,17,30,290,92,573
2018,4,28,18,30,80,46,264
2018,4,28,19,30,0,0,0
2018,4,28,20,30,0,0,0
2018,4,28,21,30,0,0,0
2018,4,28,22,30,0,0,0
2018,4,28,23,30,0,0,0
2018,4,29,0,30,0,0,0
2018,4,29,1,30,0,0,0
2018,4,29,2,30,0,0,0
2018,4,29,3,30,0,0,0
2018,4,29,4,30,0,0,0
2018,4,29,5,30,0,0,0
2018,4,29,6,30,40,36,30
2018,4,29,7,30,153,130,69
2018,4,29,8,30,408,203,379
2018,4,29,9,30,606,255,490
2018,4,29,10,30,837,195,754
2018,4,29,11,30,890,297,633
2018,4,29,12,30,964,250,738
2018,4,29,13,30,841,387,483
2018,4,29,14,30,611,411,234
2018,4,29,15,30,602,273,455
2018,4,29,16,30,339,238,184
2018,4,29,17,30,135,118,48
2018,4,29,18,30,55,36,147
2018,4,29,19,30,0,0,0
2018,4,29,20,30,0,0,0
2018,4,29,21,30,0,0,0
2018,4,29,22,30,0,0,0
2018,4,29,23,30,0,0,0
2018,4,30,0,30,0,0,0
2018,4,30,1,30,0,0,0
2018,4,30,2,30,0,0,0
2018,4,30,3,30,0,0,0
2018,4,30,4,30,0,0,0
2018,4,30,5,30,0,0,0
2018,4,30,6,30,26,26,0
2018,4,30,7,30,80,80,0
2018,4,30,8,30,179,169,19
2018,4,30,9,30,561,221,473
2018,4,30,10,30,148,145,4
2018,4,30,11,30,150,147,3
2018,4,30,12,30,181,175,6
2018,4,30,13,30,154,149,5
2018,4,30,14,30,156,153,4
2018,4,30,15,30,126,125,1
2018,4,30,16,30,66,66,0
2018,4,30,17,30,35,35,0
2018,4,30,18,30,32,32,0
2018,4,30,19,30,0,0,0
2018,4,30,20,30,0,0,0
2018,4,30,21,30,0,0,0
2018,4,30,22,30,0,0,0
2018,4,30,23,30,0,0,0
2018,5,1,0,30,0,0,0
2018,5,1,1,30,0,0,0
2018,5,1,2,30,0,0,0
2018,5,1,3,30,0,0,0
2018,5,1,4,30,0,0,0
2018,5,1,5,30,0,0,0
2018,5,1,6,30,6,6,0
2018,5,1,7,30,21,21,0
2018,5,1,8,30,45,45,0
2018,5,1,9,30,76,75,2
2018,5,1,10,30,119,117,2
2018,5,1,11,30,229,219,11
2018,5,1,12,30,425,313,115
2018,5,1,13,30,472,334,146
2018,5,1,14,30,414,332,95
2018,5,1,15,30,148,146,3
2018,5,1,16,30,115,115,0
2018,5,1,17,30,73,73,0
2018,5,1,18,30,17,17,0
2018,5,1,19,30,0,0,0
2018,5,1,20,30,0,0,0
2018,5,1,21,30,0,0,0
2018,5,1,22,30,0,0,0
2018,5,1,23,30,0,0,0
2018,5,2,0,30,0,0,0
2018,5,2,1,30,0,0,0
2018,5,2,2,30,0,0,0
2018,5,2,3,30,0,0,0
2018,5,2,4,30,0,0,0
2018,5,2,5,30,0,0,0
2018,5,2,6,30,7,7,0
2018,5,2,7,30,21,21,0
2018,5,2,8,30,71,71,0
2018,5,2,9,30,138,137,2
2018,5,2,10,30,253,240,15
2018,5,2,11,30,662,423,254
2018,5,2,12,30,332,313,20
2018,5,2,13,30,621,456,175
2018,5,2,14,30,524,411,131
2018,5,2,15,30,263,232,43
2018,5,2,16,30,491,141,631
2018,5,2,17,30,277,109,476
2018,5,2,18,30,78,53,180
2018,5,2,19,30,0,0,0
2018,5,2,20,30,0,0,0
2018,5,2,21,30,0,0,0
2018,5,2,22,30,0,0,0
2018,5,2,23,30,0,0,0
2018,5,3,0,30,0,0,0
2018,5,3,1,30,0,0,0
2018,5,3,2,30,0,0,0
2018,5,3,3,30,0,0,0
2018,5,3,4,30,0,0,0
2018,5,3,5,30,0,0,0
2018,5,3,6,30,45,43,13
2018,5,3,7,30,79,78,4
2018,5,3,8,30,173,163,18
2018,5,3,9,30,309,273,50
2018,5,3,10,30,491,401,105
2018,5,3,11,30,262,249,14
2018,5,3,12,30,267,253,14
2018,5,3,13,30,832,303,560
2018,5,3,14,30,825,209,715
2018,5,3,15,30,675,182,676
2018,5,3,16,30,487,151,605
2018,5,3,17,30,208,131,216
2018,5,3,18,30,76,50,185
2018,5,3,19,30,0,0,0
2018,5,3,20,30,0,0,0
2018,5,3,21,30,0,0,0
2018,5,3,22,30,0,0,0
2018,5,3,23,30,0,0,0
2018,5,4,0,30,0,0,0
2018,5,4,1,30,0,0,0
2018,5,4,2,30,0,0,0
2018,5,4,3,30,0,0,0
2018,5,4,4,30,0,0,0
2018,5,4,5,30,0,0,0
2018,5,4,6,30,14,14,0
2018,5,4,7,30,18,18,0
2018,5,4,8,30,40,40,0
2018,5,4,9,30,50,50,0
2018,5,4,10,30,70,70,0
2018,5,4,11,30,78,78,0
2018,5,4,12,30,96,96,0
2018,5,4,13,30,133,130,3
2018,5,4,14,30,74,74,0
2018,5,4,15,30,61,61,0
2018,5,4,16,30,229,188,74
2018,5,4,17,30,36,36,0
2018,5,4,18,30,13,13,0
2018,5,4,19,30,0,0,0
2018,5,4,20,30,0,0,0
2018,5,4,21,30,0,0,0
2018,5,4,22,30,0,0,0
2018,5,4,23,30,0,0,0
2018,5,5,0,30,0,0,0
2018,5,5,1,30,0,0,0
2018,5,5,2,30,0,0,0
2018,5,5,3,30,0,0,0
2018,5,5,4,30,0,0,0
2018,5,5,5,30,0,0,0
2018,5,5,6,30,89,44,328
2018,5,5,7,30,301,76,637
2018,5,5,8,30,530,92,790
2018,5,5,9,30,737,102,873
2018,5,5,10,30,898,108,917
2018,5,5,11,30,1000,114,937
2018,5,5,12,30,1035,117,942
2018,5,5,13,30,1000,117,933
2018,5,5,14,30,899,115,908
2018,5,5,15,30,741,110,863
2018,5,5,16,30,539,97,791
2018,5,5,17,30,314,78,660
2018,5,5,18,30,38,25,90
2018,5,5,19,30,0,0,0
2018,5,5,20,30,0,0,0
2018,5,5,21,30,0,0,0
2018,5,5,22,30,0,0,0
2018,5,5,23,30,0,0,0
2018,5,6,0,30,0,0,0
2018,5,6,1,30,0,0,0
2018,5,6,2,30,0,0,0
2018,5,6,3,30,0,0,0
2018,5,6,4,30,0,0,0
2018,5,6,5,30,0,0,0
2018,5,6,6,30,97,44,381
2018,5,6,7,30,314,76,671
2018,5,6,8,30,542,94,805
2018,5,6,9,30,746,106,877
2018,5,6,10,30,906,114,918
2018,5,6,11,30,1007,116,941
2018,5,6,12,30,1044,114,953
2018,5,6,13,30,1010,113,947
2018,5,6,14,30,910,107,928
2018,5,6,15,30,752,100,890
2018,5,6,16,30,549,87,824
2018,5,6,17,30,322,71,699
2018,5,6,18,30,104,43,424
2018,5,6,19,30,0,0,0
2018,5,6,20,30,0,0,0
2018,5,6,21,30,0,0,0
2018,5,6,22,30,0,0,0
2018,5,6,23,30,0,0,0
2018,5,7,0,30,0,0,0
2018,5,7,1,30,0,0,0
2018,5,7,2,30,0,0,0
2018,5,7,3,30,0,0,0
2018,5,7,4,30,0,0,0
2018,5,7,5,30,0,0,0
2018,5,7,6,30,101,42,411
2018,5,7,7,30,319,72,692
2018,5,7,8,30,545,89,817
2018,5,7,9,30,746,100,884
2018,5,7,10,30,895,123,894
2018,5,7,11,30,997,124,921
2018,5,7,12,30,1033,117,938
2018,5,7,13,30,1000,117,931
2018,5,7,14,30,896,117,900
2018,5,7,15,30,736,113,849
2018,5,7,16,30,537,100,778
